,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2017-10-06,42558,13,5571,679,33,43,48897
2017-10-07,44300,10,3407,1007,22,154,48900
2017-10-08,40486,13,2817,807,37,61,44221
2017-10-09,30186,9,6806,593,34,36,37664
2017-10-10,29220,10,7305,600,19,61,37215
2017-10-11,29337,13,7457,664,26,64,37561
2017-10-12,32977,12,6656,662,21,43,40371
2017-10-13,44758,14,6092,639,37,62,51602
2017-10-14,43585,6,3410,982,45,123,48151
2017-10-15,43203,8,2933,833,26,91,47094
2017-10-16,30006,15,6732,548,29,35,37365
2017-10-17,26633,11,6779,467,28,69,33987
2017-10-18,28870,11,7067,622,21,57,36648
2017-10-19,32765,13,6810,620,21,72,40301
2017-10-20,44684,16,6627,676,17,43,52063
2017-10-21,41817,6,3762,799,25,102,46511
2017-10-22,36600,9,2394,815,14,75,39907
2017-10-23,29000,14,5909,542,19,47,35531
2017-10-24,26444,15,7405,481,8,45,34398
2017-10-25,33658,13,6982,603,13,53,41322
2017-10-26,43196,13,6879,635,15,73,50811
2017-10-27,50016,14,6073,627,30,43,56803
2017-10-28,56164,10,3581,765,27,72,60619
2017-10-29,49717,8,2626,629,20,56,53056
2017-10-30,39325,15,6542,435,17,26,46360
2017-10-31,41683,11,4355,546,16,26,46637
2017-11-01,39864,12,3848,498,16,21,44259
2017-11-02,35122,13,6496,478,20,24,42153
2017-11-03,39600,16,5845,511,12,28,46012
2017-11-04,40217,8,3827,687,10,26,44775
2017-11-05,38643,10,2780,578,11,23,42045
2017-11-06,23943,15,6265,358,7,12,30600
2017-11-07,25137,10,6586,393,1,17,32144
2017-11-08,25240,17,7339,506,18,10,33130
2017-11-09,28312,12,6924,564,16,13,35841
2017-11-10,36571,12,6383,511,19,16,43512
2017-11-11,35430,8,3413,621,21,17,39510
2017-11-12,30327,9,2694,613,11,14,33668
2017-11-13,23703,13,6073,342,21,9,30161
2017-11-14,24031,16,6945,360,7,18,31377
2017-11-15,25512,16,6108,460,7,10,32113
2017-11-16,26560,12,6822,424,11,15,33844
2017-11-17,34929,11,5968,425,7,11,41351
2017-11-18,32434,8,3634,589,17,16,36698
2017-11-19,32712,6,2601,548,5,15,35887
2017-11-20,25653,10,6259,335,17,15,32289
2017-11-21,25747,12,7012,351,9,11,33142
2017-11-22,24392,11,6878,417,14,11,31723
2017-11-23,27112,12,6515,433,11,16,34099
2017-11-24,37948,13,5769,432,7,15,44184
2017-11-25,32552,6,3403,543,15,14,36533
2017-11-26,30130,5,2529,518,2,12,33196
2017-11-27,24645,12,6080,331,10,7,31085
2017-11-28,23079,12,6743,356,9,14,30213
2017-11-29,23094,12,7159,384,3,7,30659
2017-11-30,24359,8,6527,408,4,12,31318
2017-12-01,34067,9,5987,460,7,14,40544
2017-12-02,28414,4,3429,651,4,14,32516
2017-12-03,27725,5,2646,529,4,11,30920
2017-12-04,24178,11,6228,321,7,9,30754
2017-12-05,22587,11,7015,361,16,14,30004
2017-12-06,25215,13,7091,402,13,16,32750
2017-12-07,31199,10,6698,439,9,11,38366
2017-12-08,35743,15,5218,495,9,9,41489
2017-12-09,26130,6,3347,692,7,11,30193
2017-12-10,30266,7,2451,546,7,12,33289
2017-12-11,23540,13,6438,299,6,9,30305
2017-12-12,23841,13,6765,331,8,11,30969
2017-12-13,24159,14,6545,468,4,10,31200
2017-12-14,26400,14,6751,441,10,14,33630
2017-12-15,34105,15,6455,445,10,16,41046
2017-12-16,34991,10,3836,759,9,11,39616
2017-12-17,31935,8,2841,597,6,13,35400
2017-12-18,27017,15,6288,326,6,17,33669
2017-12-19,27982,13,6587,376,13,13,34984
2017-12-20,32499,12,6955,493,7,13,39979
2017-12-21,44246,12,6705,564,8,12,51547
2017-12-22,63758,12,4439,572,11,11,68803
2017-12-23,76078,11,2296,919,4,13,79321
2017-12-24,34659,11,723,493,6,9,35901
2017-12-25,26349,7,890,284,4,7,27541
2017-12-26,36529,11,2752,535,1,14,39842
2017-12-27,34978,20,3876,434,3,11,39322
2017-12-28,35679,15,3722,462,10,15,39903
2017-12-29,42455,13,3143,658,13,15,46297
2017-12-30,48568,13,1349,762,14,17,50723
2017-12-31,25513,11,467,371,4,8,26374
2018-01-01,28188,9,856,365,4,9,29431
2018-01-02,42339,7,2174,567,5,12,45104
2018-01-03,35598,13,3738,607,8,12,39976
2018-01-04,36963,16,4130,558,7,14,41688
2018-01-05,46925,16,3666,449,6,12,51074
2018-01-06,45081,7,1633,658,7,15,47401
2018-01-07,38295,28,1815,561,4,11,40714
2018-01-08,36407,14,4979,434,6,12,41852
2018-01-09,30201,15,5346,360,5,15,35942
2018-01-10,27888,11,5557,446,5,8,33915
2018-01-11,27004,15,5731,414,4,11,33179
2018-01-12,35083,17,5073,356,8,12,40549
2018-01-13,39965,9,3070,539,5,13,43601
2018-01-14,31376,4,2400,507,2,11,34300
2018-01-15,18845,13,4829,298,8,8,24001
2018-01-16,18160,10,4664,318,7,11,23170
2018-01-17,21568,12,5661,376,5,16,27638
2018-01-18,23530,12,5243,373,5,12,29175
2018-01-19,30325,11,4051,405,2,13,34807
2018-01-20,27966,8,2853,501,9,11,31348
2018-01-21,29238,11,2511,487,4,12,32263
2018-01-22,22562,11,4973,297,4,7,27854
2018-01-23,18292,10,5421,301,7,17,24048
2018-01-24,20429,14,6438,460,6,10,27357
2018-01-25,19958,12,5644,376,10,12,26012
2018-01-26,27033,13,4391,369,7,12,31825
2018-01-27,24509,7,2753,472,5,11,27757
2018-01-28,25658,7,2504,442,4,18,28633
2018-01-29,20147,15,6031,283,7,10,26493
2018-01-30,20488,14,6016,354,11,11,26894
2018-01-31,20795,13,5424,408,6,8,26654
2018-02-01,22804,12,5762,386,6,11,28981
2018-02-02,25529,12,3720,412,5,14,29692
2018-02-03,20822,5,2732,487,3,7,24056
2018-02-04,23044,9,2382,432,2,15,25884
2018-02-05,20363,13,5301,308,11,10,26006
2018-02-06,19380,17,4936,291,12,17,24653
2018-02-07,17655,9,4498,345,4,11,22522
2018-02-08,21265,12,3948,349,10,13,25597
2018-02-09,28027,12,4153,404,5,15,32616
2018-02-10,29965,7,2739,498,12,14,33235
2018-02-11,27768,6,3135,486,6,15,31416
2018-02-12,19963,12,5177,276,8,13,25449
2018-02-13,18428,13,4901,315,7,15,23679
2018-02-14,24291,13,6200,459,4,14,30981
2018-02-15,22918,10,4212,433,13,14,27600
2018-02-16,28950,14,5385,369,12,15,34745
2018-02-17,29138,9,2794,488,10,16,32455
2018-02-18,28370,8,2213,507,5,11,31114
2018-02-19,22336,13,5726,322,9,12,28418
2018-02-20,20394,13,6922,351,7,17,27704
2018-02-21,19328,12,5099,387,5,14,24845
2018-02-22,21371,12,5602,390,10,15,27400
2018-02-23,25499,11,4125,418,5,13,30071
2018-02-24,24317,8,2534,498,5,12,27374
2018-02-25,23271,10,2451,452,2,12,26198
2018-02-26,18755,11,4929,262,4,9,23970
2018-02-27,13963,8,3438,308,16,11,17744
2018-02-28,17514,11,5460,380,10,16,23391
2018-03-01,18814,10,4587,394,14,11,23830
2018-03-02,21704,13,4883,381,8,12,27001
2018-03-03,21834,5,2773,507,10,15,25144
2018-03-04,24621,8,2386,474,7,18,27514
2018-03-05,20746,9,5327,328,7,15,26432
2018-03-06,18856,11,6211,358,3,14,25453
2018-03-07,20715,14,5829,512,18,16,27104
2018-03-08,21611,10,6108,478,14,16,28237
2018-03-09,30301,14,5167,521,10,12,36025
2018-03-10,28746,6,3331,529,16,14,32642
2018-03-11,27186,7,2961,640,5,11,30810
2018-03-12,21397,11,6027,368,12,13,27828
2018-03-13,19634,12,6052,338,8,19,26063
2018-03-14,22259,13,7056,431,8,14,29781
2018-03-15,25961,13,6253,509,10,12,32758
2018-03-16,35715,11,6095,428,4,13,42266
2018-03-17,30233,7,3004,582,7,15,33848
2018-03-18,27041,7,2564,557,9,12,30190
2018-03-19,23834,11,6186,439,10,11,30491
2018-03-20,22646,10,6690,400,10,18,29774
2018-03-21,23077,13,6775,505,5,53,30428
2018-03-22,26245,11,6339,445,9,14,33063
2018-03-23,39505,13,5863,518,22,17,45938
2018-03-24,44372,8,3791,736,21,30,48958
2018-03-25,36389,9,2696,689,37,36,39856
2018-03-26,28111,12,6769,417,19,38,35366
2018-03-27,28904,12,6760,455,17,34,36182
2018-03-28,34550,13,7657,598,19,47,42884
2018-03-29,47995,14,6488,636,12,50,55195
2018-03-30,68150,12,4547,609,11,36,73365
2018-03-31,36144,9,1748,709,9,57,38676
2018-04-01,36583,7,1061,589,31,41,38312
2018-04-02,51813,8,3071,677,23,47,55639
2018-04-03,39552,9,7148,652,17,42,47420
2018-04-04,32636,13,7000,583,11,49,40292
2018-04-05,35429,14,6378,674,14,41,42550
2018-04-06,48664,11,5607,630,25,44,54981
2018-04-07,48831,8,3049,758,21,62,52729
2018-04-08,39179,9,1733,741,27,41,41730
2018-04-09,35008,11,5834,511,11,46,41421
2018-04-10,28739,12,6453,511,12,44,35771
2018-04-11,27560,15,7409,577,25,46,35632
2018-04-12,30420,11,7283,631,19,36,38400
2018-04-13,43084,13,6657,596,25,46,50421
2018-04-14,41158,10,3691,774,20,65,45718
2018-04-15,36836,11,2650,744,16,54,40311
2018-04-16,28993,12,6187,551,18,28,35789
2018-04-17,26661,15,7666,490,19,50,34901
2018-04-18,27504,12,7549,648,16,57,35786
2018-04-19,29428,11,7943,617,17,64,38080
2018-04-20,43096,10,6891,627,32,45,50701
2018-04-21,43322,10,3584,829,36,93,47874
2018-04-22,39645,12,2755,782,56,80,43330
2018-04-23,30333,9,7439,572,35,48,38436
2018-04-24,30398,9,7904,549,28,58,38946
2018-04-25,33567,13,7573,622,60,67,41902
2018-04-26,51495,11,7212,621,60,61,59460
2018-04-27,87259,13,4679,887,55,63,92956
2018-04-28,78770,7,3356,1458,141,101,83833
2018-04-29,59977,10,2469,949,112,87,63604
2018-04-30,51863,13,4643,800,41,61,57421
2018-05-01,50124,11,2065,698,34,71,53003
2018-05-02,42211,11,4432,918,24,41,47637
2018-05-03,36359,9,6834,720,19,66,44007
2018-05-04,47008,12,6419,755,47,68,54309
2018-05-05,49289,8,3824,841,37,96,54095
2018-05-06,42708,10,2445,855,46,108,46172
2018-05-07,33557,12,6534,582,27,64,40776
2018-05-08,33630,14,7541,645,35,81,41946
2018-05-09,42862,12,7267,619,37,68,50865
2018-05-10,48969,12,6578,758,58,140,56515
2018-05-11,46319,11,6203,646,60,81,53320
2018-05-12,43398,10,3561,886,51,171,48077
2018-05-13,44944,7,2724,877,32,77,48661
2018-05-14,32508,12,6679,609,24,78,39910
2018-05-15,29013,12,7392,603,30,83,37133
2018-05-16,31167,11,7537,695,42,87,39539
2018-05-17,36248,12,7357,679,41,66,44403
2018-05-18,57777,13,4960,816,71,92,63729
2018-05-19,64429,11,4035,1072,103,222,69872
2018-05-20,51501,8,2217,830,60,122,54738
2018-05-21,47743,10,6019,787,58,76,54693
2018-05-22,34004,10,7691,682,33,63,42483
2018-05-23,33109,11,7223,821,50,88,41302
2018-05-24,36637,14,7203,758,57,110,44779
2018-05-25,55028,15,6857,823,81,83,62887
2018-05-26,53388,8,3084,1098,80,209,57867
2018-05-27,50039,7,2689,954,80,132,53901
2018-05-28,38426,11,6139,681,52,86,45395
2018-05-29,32441,16,7670,634,54,105,40920
2018-05-30,50905,12,7335,809,62,119,59242
2018-05-31,66973,11,5087,918,120,154,73263
2018-06-01,62302,13,6055,816,213,110,69509
2018-06-02,60377,8,3369,932,142,159,64987
2018-06-03,58148,12,2641,918,72,99,61890
2018-06-04,42048,13,6140,760,56,97,49114
2018-06-05,33073,12,7105,619,60,122,40991
2018-06-06,34101,10,6563,648,71,112,41505
2018-06-07,40350,12,7593,717,61,85,48818
2018-06-08,55794,13,6782,795,60,103,63547
2018-06-09,51232,10,3810,987,118,203,56360
2018-06-10,55693,9,2833,784,95,163,59577
2018-06-11,38159,10,6878,694,92,105,45938
2018-06-12,36322,13,7680,599,63,118,44795
2018-06-13,40884,13,7558,670,62,86,49273
2018-06-14,49197,13,6942,733,69,138,57092
2018-06-15,64114,13,5800,810,92,119,70948
2018-06-16,73524,11,3257,1075,134,229,78230
2018-06-17,67150,6,2515,847,96,162,70776
2018-06-18,48064,15,6759,658,89,96,55681
2018-06-19,37718,12,7343,657,67,141,45938
2018-06-20,44586,14,7539,722,83,147,53091
2018-06-21,49506,12,6888,740,113,152,57411
2018-06-22,72987,12,5075,855,67,113,79109
2018-06-23,97648,11,3660,1387,180,152,103038
2018-06-24,65065,12,2164,976,138,188,68543
2018-06-25,60268,15,4262,778,74,126,65523
2018-06-26,47723,17,8156,710,77,158,56841
2018-06-27,47769,20,7616,792,63,134,56394
2018-06-28,48573,17,7191,803,111,120,56815
2018-06-29,77419,18,6498,861,176,167,85139
2018-06-30,94319,13,3157,1323,298,300,99410
2018-07-01,81586,13,2738,997,124,221,85679
2018-07-02,60726,18,6909,656,197,132,68638
2018-07-03,51299,18,7340,777,133,164,59731
2018-07-04,50573,18,7606,724,118,147,59186
2018-07-05,59911,17,7414,767,155,213,68477
2018-07-06,82339,21,6054,792,161,158,89525
2018-07-07,104969,16,2918,1230,269,277,109679
2018-07-08,88571,17,2953,1042,206,240,93029
2018-07-09,69071,17,6902,693,148,168,76999
2018-07-10,56876,17,7296,696,153,138,65176
2018-07-11,55361,16,7223,741,79,199,63619
2018-07-12,65433,17,7204,872,134,195,73855
2018-07-13,90790,14,6105,762,204,176,98051
2018-07-14,129463,12,2755,1185,310,231,133956
2018-07-15,104138,15,2630,1029,186,204,108202
2018-07-16,80184,15,11015,705,114,172,92205
2018-07-17,65016,20,7220,769,138,189,73352
2018-07-18,65366,17,6791,725,161,155,73215
2018-07-19,70234,17,6831,767,152,194,78195
2018-07-20,105815,19,6299,799,187,195,113314
2018-07-21,135143,15,3133,1255,186,260,139992
2018-07-22,109081,15,3128,960,178,161,113523
2018-07-23,86288,15,6731,717,134,164,94049
2018-07-24,67510,21,7382,679,109,187,75888
2018-07-25,64264,14,6087,807,145,196,71513
2018-07-26,81080,19,6784,757,244,156,89040
2018-07-27,109148,19,6272,890,187,214,116730
2018-07-28,135489,14,2875,1130,322,300,140130
2018-07-29,113118,17,2653,1088,253,154,117283
2018-07-30,87129,19,6230,714,191,65,94348
2018-07-31,73621,18,7064,751,168,137,81759
2018-08-01,80616,20,7067,784,201,215,88903
2018-08-02,82040,16,5853,755,201,152,89017
2018-08-03,75985,19,3159,765,225,189,80342
2018-08-04,146345,19,2910,1201,457,291,151223
2018-08-05,113620,15,2657,1341,503,208,118344
2018-08-06,98104,15,5727,886,394,174,105300
2018-08-07,76783,21,6234,726,253,136,84153
2018-08-08,72213,20,6385,767,226,199,79810
2018-08-09,83777,17,6114,751,224,215,91098
2018-08-10,113598,17,4888,846,295,177,119821
2018-08-11,121798,19,2853,1471,345,212,126698
2018-08-12,104423,15,2437,1098,276,235,108484
2018-08-13,92303,21,5502,681,276,148,98931
2018-08-14,81177,15,5509,669,81,175,87626
2018-08-15,83651,13,3135,832,106,145,87882
2018-08-16,85236,19,5730,824,137,136,92082
2018-08-17,102311,21,4818,799,212,171,108332
2018-08-18,121353,15,2541,1091,179,280,125459
2018-08-19,105472,14,2237,1020,170,141,109054
2018-08-20,88819,17,5045,762,119,114,94876
2018-08-21,64779,17,6017,648,123,191,71775
2018-08-22,68346,19,6082,727,98,178,75450
2018-08-23,78244,14,5855,813,99,138,85163
2018-08-24,94275,18,5173,990,70,104,100630
2018-08-25,108197,17,2779,1213,59,268,112533
2018-08-26,89038,15,2570,1038,32,185,92878
2018-08-27,69954,18,6118,723,128,166,77107
2018-08-28,57291,23,6403,679,88,178,64662
2018-08-29,58716,19,6713,791,85,193,66517
2018-08-30,63755,15,6316,785,69,115,71055
2018-08-31,80393,17,5770,836,63,145,87224
2018-09-01,90744,13,2738,1314,50,183,95042
2018-09-02,76456,19,2627,1045,79,171,80397
2018-09-03,62121,19,6645,749,69,78,69681
2018-09-04,47658,20,7047,658,69,96,55548
2018-09-05,48130,19,7343,750,59,120,56421
2018-09-06,54708,17,6968,733,61,155,62642
2018-09-07,69298,17,6259,825,60,117,76576
2018-09-08,74491,21,3405,1628,81,179,79805
2018-09-09,68164,15,2904,1093,71,119,72366
2018-09-10,49639,14,6857,756,48,118,57432
2018-09-11,43113,19,7069,668,71,143,51083
2018-09-12,43286,17,7179,699,44,152,51377
2018-09-13,46063,16,6991,742,52,110,53974
2018-09-14,63467,20,5932,835,83,120,70457
2018-09-15,65558,18,3555,1172,91,231,70625
2018-09-16,58549,15,2231,918,63,165,61941
2018-09-17,43467,15,7268,715,47,86,51598
2018-09-18,38074,19,7562,617,59,130,46461
2018-09-19,43501,20,7477,766,42,125,51931
2018-09-20,51408,20,7653,864,50,89,60084
2018-09-21,59864,25,8179,851,67,99,69085
2018-09-22,61174,12,4932,1203,56,210,67587
2018-09-23,45089,14,2686,908,32,167,48896
2018-09-24,48568,34,7699,954,32,449,57736
2018-09-25,32644,18,7438,630,36,115,40881
2018-09-26,34895,14,7051,753,33,155,42901
2018-09-27,41976,14,7258,760,42,138,50188
2018-09-28,53509,18,6465,730,34,111,60867
2018-09-29,51038,11,3745,1046,26,141,56007
2018-09-30,46931,10,2718,844,48,155,50706
2018-10-01,35043,11,6823,749,33,81,42740
2018-10-02,27792,21,6582,588,21,96,35100
2018-10-03,33934,15,6952,783,32,101,41817
2018-10-04,34684,17,6615,775,31,118,42240
2018-10-05,48389,15,6141,746,27,79,55397
2018-10-06,41591,13,3989,853,21,113,46580
2018-10-07,40659,12,2195,910,24,133,43933
2018-10-08,35459,11,5481,599,31,67,41648
2018-10-09,31741,13,7427,583,30,87,39881
2018-10-10,31238,14,7403,722,40,74,39491
2018-10-11,33800,14,7425,744,25,95,42103
2018-10-12,47285,13,7096,671,17,91,55173
2018-10-13,46755,8,3956,1127,26,158,52030
2018-10-14,43753,11,2602,886,39,121,47412
2018-10-15,31065,10,6998,663,38,75,38849
2018-10-16,23205,20,6682,519,19,74,30519
2018-10-17,36477,9,7747,570,21,68,44892
2018-10-18,32452,15,7101,580,20,92,40260
2018-10-19,46087,12,6610,734,26,53,53522
2018-10-20,45323,11,3527,858,16,137,49872
2018-10-21,40189,10,2586,804,19,65,43673
2018-10-22,31588,12,7343,510,12,58,39523
2018-10-23,27560,19,6936,648,24,70,35257
2018-10-24,30048,16,7831,638,23,63,38619
2018-10-25,40219,14,7332,710,20,84,48379
2018-10-26,47404,16,6335,680,12,38,54485
2018-10-27,45803,11,4109,831,10,122,50886
2018-10-28,42696,15,3005,678,6,49,46449
2018-10-29,31101,14,7611,459,6,20,39211
2018-10-30,41054,18,7458,474,11,22,49037
2018-10-31,54382,11,4575,565,26,30,59589
2018-11-01,39995,14,3069,510,11,21,43620
2018-11-02,44272,14,5408,451,14,15,50174
2018-11-03,44133,12,3233,626,12,37,48053
2018-11-04,50522,14,2737,733,9,26,54041
2018-11-05,30977,16,7253,419,9,16,38690
2018-11-06,24980,15,7654,381,9,17,33056
2018-11-07,25655,15,7715,477,10,24,33896
2018-11-08,28290,19,7582,521,12,20,36444
2018-11-09,37932,18,6782,543,12,18,45305
2018-11-10,33060,11,3800,618,7,18,37514
2018-11-11,32372,12,2905,563,7,13,35872
2018-11-12,27267,15,7249,383,13,16,34943
2018-11-13,25294,16,7481,430,11,13,33245
2018-11-14,27738,16,7411,476,17,13,35671
2018-11-15,28414,20,7662,506,10,16,36628
2018-11-16,40494,17,6955,501,11,23,48001
2018-11-17,32979,12,3792,648,10,18,37459
2018-11-18,32145,8,2719,565,5,11,35453
2018-11-19,25930,14,6745,370,13,17,33089
2018-11-20,21845,16,7294,370,4,14,29543
2018-11-21,24758,13,5635,426,13,9,30854
2018-11-22,28000,11,7213,441,16,14,35695
2018-11-23,39347,9,6667,442,17,14,46496
2018-11-24,32501,10,3493,592,8,15,36619
2018-11-25,31257,9,3061,476,10,11,34824
2018-11-26,27870,10,6624,375,13,13,34905
2018-11-27,22696,14,7325,352,5,12,30404
2018-11-28,23539,16,7141,427,3,13,31139
2018-11-29,25731,17,7517,463,9,14,33751
2018-11-30,36570,11,6949,451,10,18,44009
2018-12-01,29740,7,3436,632,5,13,33833
2018-12-02,28694,8,3016,523,6,12,32259
2018-12-03,24945,12,6722,330,6,13,32028
2018-12-04,24626,17,7316,350,9,16,32334
2018-12-05,25235,19,7323,406,17,16,33016
2018-12-06,26271,18,7136,403,6,14,33848
2018-12-07,37936,13,6727,463,13,17,45169
2018-12-08,32806,11,3180,818,10,15,36840
2018-12-09,30822,17,2842,519,5,14,34219
2018-12-10,25386,20,7214,315,12,17,32964
2018-12-11,24236,25,7249,336,8,16,31870
2018-12-12,26126,17,7627,417,12,15,34214
2018-12-13,26257,23,6882,458,8,16,33644
2018-12-14,32576,18,6208,451,10,13,39276
2018-12-15,31101,20,3334,726,10,16,35207
2018-12-16,29818,14,2638,611,7,11,33099
2018-12-17,24876,18,6120,317,7,13,31351
2018-12-18,26675,21,6687,363,7,11,33764
2018-12-19,31255,20,6766,496,5,14,38556
2018-12-20,40535,20,6034,568,11,13,47181
2018-12-21,62400,17,4592,600,9,15,67633
2018-12-22,75564,16,2690,967,9,13,79259
2018-12-23,47322,18,1233,699,6,12,49290
